bid,bname,taxa,
ENA|CP002160|CP002160.1,Clostridium cellulovorans 743B complete genome. [24-FEB-2017],Clostridium cellulovorans,
ENA|CP000673|CP000673.1,Clostridium kluyveri DSM 555 complete genome. [24-FEB-2017],Clostridium kluyveri,
ENA|AP009049|AP009049.1,Clostridium kluyveri NBRC 12016 DNA complete genome. [24-FEB-2017],Clostridium kluyveri,
ENA|CP001666|CP001666.1,Clostridium ljungdahlii DSM 13528 complete genome. [24-FEB-2017],Clostridium ljungdahlii,
ENA|CP000382|CP000382.1,Clostridium novyi NT complete genome. [24-FEB-2017],Clostridium novyi,
ENA|CP003261|CP003261.1,Clostridium pasteurianum BC1 complete genome. [24-FEB-2017],Clostridium pasteurianum,
ENA|CP009267|CP009267.1,Clostridium pasteurianum DSM 525 = ATCC 6013 complete genome. [11-NOV-2016],Clostridium pasteurianum,
ENA|CP000246|CP000246.1,Clostridium perfringens ATCC 13124 complete genome. [18-MAR-2017],Clostridium perfringens,
ENA|CP000312|CP000312.1,Clostridium perfringens SM101 complete genome. [24-FEB-2017],Clostridium perfringens,
ENA|BA000016|BA000016.3,Clostridium perfringens str. 13 DNA complete genome. [11-MAY-2017],Clostridium perfringens,
ENA|CP006721|CP006721.1,Clostridium saccharobutylicum DSM 13864 complete genome. [24-FEB-2017],Clostridium saccharobutylicum,
ENA|CP004121|CP004121.1,Clostridium saccharoperbutylacetonicum N1-4(HMT) complete genome. [24-FEB-2017],Clostridium saccharoperbutylacetonicum,
ENA|CP009933|CP009933.1,Clostridium scatologenes strain ATCC 25775 complete genome. [24-FEB-2017],Clostridium scatologenes,
ENA|CP003259|CP003259.1,Clostridium sp. BNL1100 complete genome. [24-FEB-2017],Clostridium sp. BNL1100,
ENA|AP012212|AP012212.1,Clostridium sp. SY8519 DNA complete genome. [24-FEB-2017],Clostridium sp. SY8519,
ENA|CP009225|CP009225.1,Clostridium sporogenes strain NCIMB 10696 complete genome. [11-NOV-2016],Clostridium sporogenes,
ENA|HG530135|HG530135.1,Clostridium tetani 12124569 main chromosome complete genome [24-FEB-2017],Clostridium tetani,
ENA|AE015927|AE015927.1,Clostridium tetani E88 complete genome. [24-FEB-2017],Clostridium tetani,
ENA|CP009962|CP009962.1,Collimonas arenae strain Cal35 complete genome. [24-FEB-2017],Collimonas arenae,
ENA|CP002745|CP002745.1,Collimonas fungivorans Ter331 complete genome. [24-FEB-2017],Collimonas fungivorans,
ENA|CP000083|CP000083.1,Colwellia psychrerythraea 34H complete genome. [24-FEB-2017],Colwellia psychrerythraea,
ENA|AP014568|AP014568.1,Comamonadaceae bacterium A1 DNA complete genome. [24-FEB-2017],Comamonadaceae bacterium A1,
ENA|AP014569|AP014569.1,Comamonadaceae bacterium B1 DNA complete genome. [24-FEB-2017],Comamonadaceae bacterium B1,
ENA|CP001220|CP001220.2,Comamonas testosteroni CNB-2 complete genome. [24-FEB-2017],Comamonas testosteroni,
ENA|CP006704|CP006704.1,Comamonas testosteroni TK102 complete genome. [24-FEB-2017],Comamonas testosteroni,
ENA|CP001854|CP001854.1,Conexibacter woesei DSM 14684 complete genome. [24-MAR-2017],Conexibacter woesei,
ENA|FP929038|FP929038.1,Coprococcus catus GD/7 draft genome. [24-FEB-2017],Coprococcus catus,
ENA|FP929039|FP929039.1,Coprococcus sp. ART55/1 draft genome. [24-FEB-2017],Coprococcus sp. ART55/1,
ENA|CP001145|CP001145.1,Coprothermobacter proteolyticus DSM 5265 complete genome. [24-FEB-2017],Coprothermobacter proteolyticus,
ENA|CP001998|CP001998.1,Coraliomargarita akajimensis DSM 45221 complete genome. [24-FEB-2017],Coraliomargarita akajimensis,
ENA|CP003389|CP003389.1,Corallococcus coralloides DSM 2259 complete genome. [24-FEB-2017],Corallococcus coralloides,
ENA|CP009302|CP009302.1,Coriobacteriaceae bacterium 68-1-3 complete genome. [24-FEB-2017],Coriobacteriaceae bacterium 68-1-3,
ENA|CP002628|CP002628.1,Coriobacterium glomerans PW2 complete genome. [24-FEB-2017],Coriobacterium glomerans,
ENA|CP006365|CP006365.1,Corynebacterium argentoratense DSM 44202 complete genome. [24-FEB-2017],Corynebacterium argentoratense,
ENA|CP008944|CP008944.1,Corynebacterium atypicum strain R2070 complete genome. [24-FEB-2017],Corynebacterium atypicum,
ENA|CP001601|CP001601.1,Corynebacterium aurimucosum ATCC 700975 complete genome. [24-FEB-2017],Corynebacterium aurimucosum,
ENA|CP004354|CP004354.1,Corynebacterium callunae DSM 20147 complete genome. [24-FEB-2017],Corynebacterium callunae,
ENA|CP011311|CP011311.1,Corynebacterium camporealensis strain DSM 44610 complete genome. [24-FEB-2017],Corynebacterium camporealensis,
ENA|CP004350|CP004350.1,Corynebacterium casei LMG S-19264 complete genome. [24-FEB-2017],Corynebacterium casei,
ENA|CP003206|CP003206.1,Corynebacterium diphtheriae 31A complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003207|CP003207.1,Corynebacterium diphtheriae 241 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003209|CP003209.1,Corynebacterium diphtheriae BH8 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003210|CP003210.1,Corynebacterium diphtheriae C7 (beta) complete genome. [24-FEB-2017],Corynebacterium diphtheriae,
ENA|CP003211|CP003211.1,Corynebacterium diphtheriae CDCE 8392 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003212|CP003212.1,Corynebacterium diphtheriae HC01 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003213|CP003213.1,Corynebacterium diphtheriae HC02 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003214|CP003214.1,Corynebacterium diphtheriae HC03 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003215|CP003215.1,Corynebacterium diphtheriae HC04 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003208|CP003208.1,Corynebacterium diphtheriae INCA 402 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP003216|CP003216.1,Corynebacterium diphtheriae PW8 complete genome. [27-MAY-2016],Corynebacterium diphtheriae,
ENA|CP003217|CP003217.1,Corynebacterium diphtheriae VA01 complete genome. [13-NOV-2015],Corynebacterium diphtheriae,
ENA|CP006764|CP006764.1,Corynebacterium doosanense CAU 212 = DSM 45436 complete genome. [24-FEB-2017],Corynebacterium doosanense,
ENA|BA000035|BA000035.2,Corynebacterium efficiens YS-314 DNA complete genome. [11-MAY-2017],Corynebacterium efficiens,
ENA|CP007156|CP007156.1,Corynebacterium falsenii DSM 44353 strain BL 8171 complete genome. [24-FEB-2017],Corynebacterium falsenii,
ENA|CP007724|CP007724.1,Corynebacterium glutamicum strain AR1 complete genome. [13-NOV-2015],Corynebacterium glutamicum,
ENA|CP007722|CP007722.1,Corynebacterium glutamicum strain ATCC 21831 complete genome. [13-NOV-2015],Corynebacterium glutamicum,
ENA|CP010451|CP010451.1,Corynebacterium glutamicum strain B253 complete genome. [11-NOV-2016],Corynebacterium glutamicum,
ENA|BA000036|BA000036.3,Corynebacterium glutamicum ATCC 13032 DNA complete genome. [24-FEB-2017],Corynebacterium glutamicum,
ENA|HE802067|HE802067.1,Corynebacterium glutamicum K051 complete genome strain ATCC 13032 sub-strain K051 [13-NOV-2015],Corynebacterium glutamicum,
ENA|CP005959|CP005959.1,Corynebacterium glutamicum MB001 complete genome. [13-NOV-2015],Corynebacterium glutamicum,
ENA|AP009044|AP009044.1,Corynebacterium glutamicum R DNA complete genome. [24-FEB-2017],Corynebacterium glutamicum,
ENA|CP004047|CP004047.1,Corynebacterium glutamicum SCgG1 complete genome. [13-NOV-2015],Corynebacterium glutamicum,
ENA|CP004048|CP004048.1,Corynebacterium glutamicum SCgG2 complete genome. [13-NOV-2015],Corynebacterium glutamicum,
ENA|CP006842|CP006842.1,Corynebacterium glyciniphilum AJ 3170 complete genome. [24-FEB-2017],Corynebacterium glyciniphilum,
ENA|CP003697|CP003697.1,Corynebacterium halotolerans YIM 70093 = DSM 44683 complete genome. [24-FEB-2017],Corynebacterium halotolerans,
ENA|CP005286|CP005286.1,Corynebacterium humireducens NBRC 106098 = DSM 45392 complete genome. [24-FEB-2017],Corynebacterium humireducens,
ENA|CP009211|CP009211.1,Corynebacterium imitans strain DSM 44264 complete genome. [24-FEB-2017],Corynebacterium imitans,
ENA|CR931997|CR931997.1,Corynebacterium jeikeium K411 complete genome [24-FEB-2017],Corynebacterium jeikeium,
ENA|CP001620|CP001620.1,Corynebacterium kroppenstedtii DSM 44385 complete genome. [24-FEB-2017],Corynebacterium kroppenstedtii,
ENA|CP011312|CP011312.1,Corynebacterium kutscheri strain DSM 20755 complete genome. [24-FEB-2017],Corynebacterium kutscheri,
ENA|CP007790|CP007790.1,Corynebacterium marinum DSM 44953 complete genome. [24-FEB-2017],Corynebacterium marinum,
ENA|CP003924|CP003924.1,Corynebacterium maris DSM 45190 complete genome. [24-FEB-2017],Corynebacterium maris,
ENA|CP008922|CP008922.1,Corynebacterium pseudotuberculosis strain 48252 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP008923|CP008923.1,Corynebacterium pseudotuberculosis strain CS_10 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP008924|CP008924.1,Corynebacterium pseudotuberculosis strain Ft_2193/67 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP010889|CP010889.1,Corynebacterium pseudotuberculosis strain 226 complete genome. [11-NOV-2016],Corynebacterium pseudotuberculosis,
ENA|CP009927|CP009927.1,Corynebacterium pseudotuberculosis strain VD57 complete genome. [24-FEB-2017],Corynebacterium pseudotuberculosis,
ENA|CP003082|CP003082.1,Corynebacterium pseudotuberculosis 1/06-A complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP003152|CP003152.1,Corynebacterium pseudotuberculosis 3/99-5 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP003421|CP003421.3,Corynebacterium pseudotuberculosis 31 complete genome. [09-SEP-2016],Corynebacterium pseudotuberculosis,
ENA|CP003062|CP003062.1,Corynebacterium pseudotuberculosis 42/02-A complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP003540|CP003540.2,Corynebacterium pseudotuberculosis 258 complete genome. [09-SEP-2016],Corynebacterium pseudotuberculosis,
ENA|CP003407|CP003407.1,Corynebacterium pseudotuberculosis 267 complete genome. [24-FEB-2017],Corynebacterium pseudotuberculosis,
ENA|CP003077|CP003077.1,Corynebacterium pseudotuberculosis 316 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP001809|CP001809.2,Corynebacterium pseudotuberculosis 1002 complete genome. [24-FEB-2017],Corynebacterium pseudotuberculosis,
ENA|CP001829|CP001829.1,Corynebacterium pseudotuberculosis C231 complete genome. [24-FEB-2017],Corynebacterium pseudotuberculosis,
ENA|CP003061|CP003061.1,Corynebacterium pseudotuberculosis CIP 52.97 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP003652|CP003652.1,Corynebacterium pseudotuberculosis Cp162 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP002097|CP002097.1,Corynebacterium pseudotuberculosis FRC41 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP002251|CP002251.2,Corynebacterium pseudotuberculosis I19 complete genome. [28-APR-2017],Corynebacterium pseudotuberculosis,
ENA|CP003385|CP003385.1,Corynebacterium pseudotuberculosis P54B96 complete genome. [13-NOV-2015],Corynebacterium pseudotuberculosis,
ENA|CP002924|CP002924.1,Corynebacterium pseudotuberculosis PAT10 complete genome. [09-SEP-2016],Corynebacterium pseudotuberculosis,
ENA|CP002857|CP002857.1,Corynebacterium resistens DSM 45100 complete genome. [24-FEB-2017],Corynebacterium resistens,
ENA|CP010827|CP010827.1,Corynebacterium singulare strain IBS B52218 complete genome. [24-FEB-2017],Corynebacterium singulare,
ENA|CP008913|CP008913.1,Corynebacterium sp. ATCC 6931 complete genome. [24-FEB-2017],Corynebacterium sp. ATCC 6931,
ENA|CP003696|CP003696.1,Corynebacterium terpenotabidum Y-11 complete genome. [24-FEB-2017],Corynebacterium terpenotabidum,
ENA|CP009583|CP009583.1,Corynebacterium ulcerans strain 210931 complete genome. [13-NOV-2015],Corynebacterium ulcerans,
ENA|CP009500|CP009500.1,Corynebacterium ulcerans strain 210932 complete genome. [13-NOV-2015],Corynebacterium ulcerans,
ENA|CP009716|CP009716.1,Corynebacterium ulcerans strain 05146 complete genome. [13-NOV-2015],Corynebacterium ulcerans,
ENA|CP011095|CP011095.1,Corynebacterium ulcerans strain 131002 complete genome. [24-FEB-2017],Corynebacterium ulcerans,
ENA|AP012284|AP012284.1,Corynebacterium ulcerans 0102 DNA complete genome. [07-OCT-2016],Corynebacterium ulcerans,
ENA|CP002790|CP002790.1,Corynebacterium ulcerans 809 complete genome. [13-NOV-2015],Corynebacterium ulcerans,
ENA|CP002791|CP002791.1,Corynebacterium ulcerans BR-AD22 complete genome. [27-MAY-2016],Corynebacterium ulcerans,
ENA|CP009622|CP009622.1,Corynebacterium ulcerans FRC11 complete genome. [13-NOV-2015],Corynebacterium ulcerans,
ENA|AM942444|AM942444.1,Corynebacterium urealyticum DSM 7109 complete genome [24-FEB-2017],Corynebacterium urealyticum,
ENA|CP004085|CP004085.1,Corynebacterium urealyticum DSM 7111 complete genome. [13-NOV-2015],Corynebacterium urealyticum,
ENA|CP009215|CP009215.1,Corynebacterium ureicelerivorans strain IMMIB RIV-2301 complete genome. [24-FEB-2017],Corynebacterium ureicelerivorans,
ENA|CP002917|CP002917.1,Corynebacterium variabile DSM 44702 complete genome. [24-FEB-2017],Corynebacterium variabile,
ENA|CP004353|CP004353.1,Corynebacterium vitaeruminis DSM 20294 complete genome. [24-FEB-2017],Corynebacterium vitaeruminis,
ENA|KC763631|KC763631.1,Cotton leaf curl Gezira alphasatellite isolate SD:WM:tom1:11 complete genome. [29-AUG-2014],Cotton leaf curl Gezira alphasatellite,
ENA|KC763634|KC763634.1,Cotton leaf curl Gezira alphasatellite isolate SD:WM:tom4:11 complete genome. [29-AUG-2014],Cotton leaf curl Gezira alphasatellite,
ENA|HE978347|HE978347.1,Cotton leaf curl Multan alphasatellite complete sequence clone AS25 [29-MAY-2015],Cotton leaf curl Multan alphasatellite,
ENA|HE978348|HE978348.1,Cotton leaf curl Multan alphasatellite complete sequence clone AS53 [29-MAY-2015],Cotton leaf curl Multan alphasatellite,
ENA|HF564603|HF564603.1,Cotton leaf curl Multan betasatellite complete genome clone AS6 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HE978340|HE978340.1,Cotton leaf curl Multan betasatellite complete sequence clone AS15 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HE978344|HE978344.1,Cotton leaf curl Multan betasatellite complete sequence clone AS19 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HE978341|HE978341.1,Cotton leaf curl Multan betasatellite complete sequence clone AS20 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HF564604|HF564604.1,Cotton leaf curl Multan betasatellite complete genome clone AS22 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HF564596|HF564596.1,Cotton leaf curl Multan betasatellite complete genome clone AS36 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HE978342|HE978342.1,Cotton leaf curl Multan betasatellite complete sequence clone AS38 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HF564597|HF564597.1,Cotton leaf curl Multan betasatellite complete genome clone AS43 [28-FEB-2015],Cotton leaf curl Multan betasatellite,
ENA|HF564598|HF564598.1,Cotton leaf curl Multan betasatellite complete genome clone AS47 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HF564599|HF564599.1,Cotton leaf curl Multan betasatellite complete genome clone AS49 [28-FEB-2015],Cotton leaf curl Multan betasatellite,
ENA|HF565180|HF565180.1,Cotton leaf curl Multan betasatellite defective genome clone MB1 [29-AUG-2014],Cotton leaf curl Multan betasatellite,
ENA|HE978339|HE978339.1,Cotton leaf curl Multan betasatellite complete sequence clone AS7 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HE978343|HE978343.1,Cotton leaf curl Multan betasatellite complete sequence clone AS41 [29-MAY-2015],Cotton leaf curl Multan betasatellite,
ENA|HG825990|HG825990.3,Coxiella burnetii Cb175_Guyana complete genome [27-FEB-2016],Coxiella burnetii,
ENA|CP001019|CP001019.1,Coxiella burnetii CbuG_Q212 complete genome. [24-FEB-2017],Coxiella burnetii,
ENA|CP001020|CP001020.1,Coxiella burnetii CbuK_Q154 complete genome. [24-FEB-2017],Coxiella burnetii,
ENA|CP000733|CP000733.1,Coxiella burnetii Dugway 5J108-111 complete genome. [24-FEB-2017],Coxiella burnetii,
ENA|CP000890|CP000890.1,Coxiella burnetii RSA 331 complete genome. [24-FEB-2017],Coxiella burnetii,
ENA|AE016828|AE016828.3,Coxiella burnetii RSA 493 complete genome. [24-FEB-2017],Coxiella burnetii,
ENA|LK937696|LK937696.1,Coxiella burnetii Z3055 complete genome [28-AUG-2015],Coxiella burnetii,
ENA|CP007541|CP007541.1,Coxiella endosymbiont of Amblyomma americanum complete genome. [24-FEB-2017],Coxiella endosymbiont of Amblyomma americanum,
ENA|CP003620|CP003620.1,Crinalium epipsammum PCC 9333 complete genome. [24-FEB-2017],Crinalium epipsammum,
ENA|CP002046|CP002046.1,Croceibacter atlanticus HTCC2559 complete genome. [24-FEB-2017],Croceibacter atlanticus,
ENA|CP011047|CP011047.1,Cronobacter sakazakii strain ATCC 29544 complete genome. [24-FEB-2017],Cronobacter sakazakii,
ENA|CP000783|CP000783.1,Cronobacter sakazakii ATCC BAA-894 complete genome. [24-FEB-2017],Cronobacter sakazakii,
ENA|CP003312|CP003312.1,Cronobacter sakazakii ES15 complete genome. [11-NOV-2016],Cronobacter sakazakii,
ENA|CP004091|CP004091.1,Cronobacter sakazakii SP291 complete genome. [11-NOV-2016],Cronobacter sakazakii,
ENA|CP001682|CP001682.1,Cryptobacterium curtum DSM 15641 complete genome. [24-FEB-2017],Cryptobacterium curtum,
ENA|CP000352|CP000352.1,Cupriavidus metallidurans CH34 complete genome. [24-FEB-2017],Cupriavidus metallidurans,
ENA|CP000353|CP000353.2,Cupriavidus metallidurans CH34 megaplasmid complete sequence. [24-FEB-2017],Cupriavidus metallidurans,
ENA|CP002877|CP002877.1,Cupriavidus necator N-1 chromosome 1 complete sequence. [24-FEB-2017],Cupriavidus necator,
ENA|CP002878|CP002878.1,Cupriavidus necator N-1 chromosome 2 complete sequence. [24-FEB-2017],Cupriavidus necator,
ENA|CU633749|CU633749.1,Cupriavidus taiwanensis str. LMG19424 chromosome 1 complete genome. [24-FEB-2017],Cupriavidus taiwanensis,
ENA|CU633750|CU633750.1,Cupriavidus taiwanensis str. LMG19424 chromosome 2 complete genome. [24-FEB-2017],Cupriavidus taiwanensis,
ENA|CP003947|CP003947.1,Cyanobacterium aponinum PCC 10605 complete genome. [24-FEB-2017],Cyanobacterium aponinum,
ENA|CP003940|CP003940.1,Cyanobacterium stanieri PCC 7202 complete genome. [24-FEB-2017],Cyanobacterium stanieri,
ENA|CP003495|CP003495.1,Cyanobium gracile PCC 6307 complete genome. [24-FEB-2017],Cyanobium gracile,
ENA|CP000806|CP000806.1,Cyanothece sp. ATCC 51142 circular chromosome complete sequence. [24-FEB-2017],Cyanothece sp. ATCC 51142,
ENA|CP000807|CP000807.1,Cyanothece sp. ATCC 51142 linear chromosome complete sequence. [24-FEB-2017],Cyanothece sp. ATCC 51142,
ENA|CP001291|CP001291.1,Cyanothece sp. PCC 7424 complete genome. [24-FEB-2017],Cyanothece sp. PCC 7424,
ENA|CP001344|CP001344.1,Cyanothece sp. PCC 7425 complete genome. [24-FEB-2017],Cyanothece sp. PCC 7425,
ENA|CP002198|CP002198.1,Cyanothece sp. PCC 7822 complete genome. [24-FEB-2017],Cyanothece sp. PCC 7822,
ENA|CP001287|CP001287.1,Cyanothece sp. PCC 8801 complete genome. [24-FEB-2017],Cyanothece sp. PCC 8801,
ENA|CP001701|CP001701.1,Cyanothece sp. PCC 8802 complete genome. [09-SEP-2016],Cyanothece sp. PCC 8802,
ENA|CP002955|CP002955.1,Cyclobacterium marinum DSM 745 complete genome. [24-FEB-2017],Cyclobacterium marinum,
ENA|CP003230|CP003230.1,Cycloclasticus sp. P1 complete genome. [24-FEB-2017],Cycloclasticus sp. P1,
ENA|CP005996|CP005996.1,Cycloclasticus zancles 78-ME complete genome. [24-FEB-2017],Cycloclasticus zancles,
ENA|CP003642|CP003642.1,Cylindrospermum stagnale PCC 7417 complete genome. [24-FEB-2017],Cylindrospermum stagnale,
ENA|CP000383|CP000383.1,Cytophaga hutchinsonii ATCC 33406 complete genome. [24-FEB-2017],Cytophaga hutchinsonii,
